imdbID,isAdult,movie_name,movie_date,box_office,runtime,language,countries,genres,author_book,year_book,rating,numVotes
tt0040245,0,coronercreek,1948,,,,United States of America,"Western, Action, Adventure",Luke Short,1945,6.6,1160
tt0040321,0,enchantment,1948,,101.0,English Language,"United States of America, United Kingdom","Romantic drama, Romance Film, Drama",Rumer Godden,1945,7.2,1440
tt0040370,0,fourfaceswest,1948,,89.0,,United States of America,"Action/Adventure, Western, Action, Drama",Eugene Manlove Rhodes,1947,7.0,1070
tt0040402,0,greengrassofwyoming,1948,,81.0,English Language,United States of America,"Western, Animal Picture, Drama, Romance Film",Mary O'Hara,1941,6.0,488
tt0040438,0,hillsofhome,1948,,97.0,English Language,United States of America,Drama,Eric Knight,1940,6.6,683
tt0040457,0,ilovetrouble,1948,,93.0,English Language,United States of America,"Film noir, Black-and-white",Roy Huggins,1946,6.7,1133
tt0040525,0,theladyfromshanghai,1947,,88.0,English Language,United States of America,"Thriller, Crime Fiction, Surrealism, Mystery, Drama, Suspense, Film adaptation, Crime Thriller, Film noir", Sherwood King,1938,7.5,34490
tt0040580,0,melodytime,1948,,75.0,English Language,United States of America,"Children's/Family, Animation, Musical, Children's, Drama, Animated Musical, Music, Family Film", Edward O'Reilly,1923,6.1,7187
tt0040643,0,nighthasathousandeyes,1948,,81.0,English Language,United States of America,"Thriller, Psychological thriller, Film noir",Cornell Woolrich[N 20],1945,7.0,1852
tt0040647,0,noorchidsformissblandish,1948,,92.0,English Language,United Kingdom,"Crime Fiction, Drama, Gangster Film",James Hadley Chase,1939,6.0,782
tt0040662,0,olivertwist,1948,,105.0,English Language,"England, United Kingdom","Crime Fiction, Family Film, Drama, Adventure, Film adaptation",Charles Dickens,1837–1839,7.8,13994
tt0040835,0,stationwest,1948,,87.0,English Language,United States of America,"Western, Film noir, Black-and-white",Luke Short,1948,6.6,1545
tt0040849,0,thesuncomesup,1949,1280000.0,93.0,English Language,United States of America,"Drama, Family Film, Comedy-drama",Eric Knight,1940,6.4,467
tt0040862,0,tarzanandthemermaids,1948,,68.0,English Language,United States of America,"Jungle Film, Action, Drama, Adventure",Edgar Rice Burroughs,1912–1965,5.5,2226
tt0040876,0,thethreemusketeers,1948,,125.0,English Language,United States of America,"Swashbuckler films, Adventure, Costume drama, Action/Adventure, Drama, Film adaptation, Romance Film, Action",Peter B. Kyne,1913,7.1,7068
tt0040897,0,thetreasureofthesierramadre,1948,,126.0,"English Language, Spanish Language",United States of America,"Action/Adventure, Western, Drama, Adventure, Black-and-white",B. Traven,1927,8.2,134511
tt0040971,0,wintermeeting,1948,1083000.0,104.0,English Language,United States of America,"Romantic drama, Romance Film, Melodrama, Drama, Black-and-white",Grace Zaring Stone[N 17],1946,6.2,1534
tt0040974,0,thewomaninwhite,1948,,109.0,,United States of America,"Mystery, Romance Film, Drama",Wilkie Collins,1859–1860,6.6,1843
tt0041094,0,theadventuresofichabodandmr.toad,1949,,68.0,English Language,United States of America,"Children's/Family, Horror, Supernatural, Anthology, Animation, Fantasy, Children's Fantasy, Drama, Family Film",Kenneth Grahame,1908,6.8,18569
tt0041172,0,beyondtheforest,1949,,97.0,English Language,United States of America,"Black-and-white, Film noir", Stuart D. Engstrand,1948,6.8,2828
tt0041190,0,thebluelagoon,1949,,101.0,English Language,United Kingdom,"Drama, Romance Film, Coming of age, Adventure",Henry De Vere Stacpoole,1908,6.4,665
tt0041259,0,aconnecticutyankeeinkingarthur'scourt,1949,,106.0,English Language,United States of America,"Time travel, Musical, Fantasy, Adventure, Comedy",Mark Twain,1889,6.5,2796
tt0041386,0,thefountainhead,1949,,114.0,English Language,United States of America,"Drama, Film à clef, Film adaptation",Ayn Rand,1943,7.0,11139
tt0041428,0,thegreatgatsby,1949,,91.0,English Language,United States of America,"Drama, Film noir, Black-and-white",F. Scott Fitzgerald,1925,6.5,922
tt0041469,0,thehistoryofmr.polly,1949,,95.0,English Language,United Kingdom,"Drama, Black-and-white",H. G. Wells,1910,6.7,691
tt0041587,0,alettertothreewives,1949,,103.0,English Language,United States of America,"Romantic comedy, Mystery, Drama, Comedy, Film adaptation, Romance Film", John Klempner,1945,7.7,11049
tt0041786,0,therecklessmoment,1949,717188.0,82.0,English Language,United States of America,"Melodrama, Drama, Film noir, Crime Drama",Elisabeth Sanxay Holding,1947,7.1,5818
tt0041788,0,thereddanube,1949,,90.0,English Language,United States of America,"Romance Film, Drama, War film",Bruce Marshall,1947,6.5,749
tt0041792,0,theredpony,1949,,89.0,English Language,United States of America,"Western, Drama, Family Film",John Steinbeck,1937,6.3,1254
tt0041947,0,tarzan'smagicfountain,1949,,73.0,English Language,United States of America,"Jungle Film, Adventure, Black-and-white",Edgar Rice Burroughs,1912–1965,5.9,705
tt0041955,0,thatforsytewoman,1949,3710000.0,112.0,English Language,United States of America,"Romantic drama, Romance Film, Marriage Drama, Drama",John Galsworthy,1906,6.6,1544
tt0042208,0,theasphaltjungle,1950,,112.0,English Language,United States of America,"Crime Fiction, Thriller, Gangster Film, Heist, Caper story, Black-and-white, Drama, Crime Thriller, Film noir",W. R. Burnett,1949,7.8,30884
tt0042256,0,theblackrose,1950,2650000.0,116.0,English Language,"United States of America, United Kingdom","Action/Adventure, Costume drama, Action, Adventure",Thomas B. Costain,1945,6.2,2512
tt0042279,0,branded,1950,2200000.0,104.0,English Language,United States of America,"Action/Adventure, Western",Max Brand,1934,6.7,1056
tt0042281,0,thebreakingpoint,1950,,97.0,English Language,United States of America,"Crime Fiction, Drama, Film noir",Ernest Hemingway,1937,7.5,4626
tt0042286,0,brokenarrow,1950,3550000.0,93.0,English Language,United States of America,"Action/Adventure, Western, Action",Elliott Arnold,1947,7.1,9968
tt0042451,0,fatherofthebride,1950,4150000.0,92.0,English Language,United States of America,"Romantic comedy, Romance Film, Family Film, Drama, Comedy",Edward Streeter,1949,7.1,12798
tt0042474,0,fortunesofcaptainblood,1950,,91.0,English Language,United States of America,"Action/Adventure, Swashbuckler films, Action, Adventure",Rafael Sabatini,1922,5.7,388
tt0042490,0,thefuries,1950,,109.0,"English Language, Spanish Language",United States of America,"Action/Adventure, Western, Drama, Film noir",Niven Busch,1948,7.3,4022
tt0042646,0,kingsolomon'smines,1950,10050000.0,103.0,English Language,United States of America,"Action/Adventure, Romance Film, Action, Adventure", SirH. Rider Haggard,1885,6.7,7174
tt0042648,0,kisstomorrowgoodbye,1950,,103.0,English Language,United States of America,"Crime Fiction, Thriller, Gangster Film, Black-and-white, Crime Thriller, Film noir",Horace McCoy,1948,7.1,2553
tt0042788,0,nightandthecity,1950,,96.0,English Language,"United States of America, United Kingdom","Crime Fiction, Thriller, Sports, Drama, Film adaptation, Film noir",Gerald Kersh,1938,7.9,15653
tt0042998,0,starsinmycrown,1950,,89.0,English Language,United States of America,"Western, Drama",Joe David Brown,1947,7.4,2574
tt0043025,0,tarzanandtheslavegirl,1950,,74.0,English Language,United States of America,"Jungle Film, Adventure, Black-and-white",Edgar Rice Burroughs,1912–1965,5.6,671
tt0043067,0,treasureisland,1950,,96.0,English Language,"United States of America, United Kingdom","Costume drama, Family Film, Drama, Adventure",Robert Louis Stevenson,1883,6.9,9770
tt0043153,0,youngmanwithahorn,1950,,112.0,English Language,United States of America,"Biography, Drama, Musical Drama, Black-and-white, Film à clef",Dorothy Baker,1938,7.2,3995
tt0043265,0,theafricanqueen,1951,,106.0,"Swahili Language, English Language, German Language",United Kingdom,"Adventure, War film, Action/Adventure, Drama, Film adaptation, Romance Film, Action",C. S. Forester,1935,7.7,85613
tt0043293,0,appointmentwithvenus,1951,,90.0,English Language,United Kingdom,"Drama, Comedy, War film",Jerrard Tickell,1951,6.1,385
tt0043319,0,thebarefootmailman,1951,,83.0,English Language,United States of America,"Adventure, Comedy",Theodore Pratt,1943,5.9,140
tt0043459,0,decisionbeforedawn,1951,1550000.0,119.0,"French Language, English Language, German Language",United States of America,"Thriller, Action, Drama, War film, Spy",George L. Howe,1949,7.2,3079
tt0043526,0,father'slittledividend,1951,3100000.0,82.0,English Language,United States of America,"Romance Film, Comedy, Domestic Comedy",Edward Streeter,1949,6.5,4396
tt0043625,0,heranalltheway,1951,1000000.0,77.0,English Language,United States of America,"Crime Fiction, Thriller, Drama, Film noir, Crime Thriller", Sam Ross,1948,7.0,3125
tt0043695,0,tarzan'speril,1951,,78.0,English Language,United States of America,"Jungle Film, Action, Drama, Adventure, Black-and-white",Edgar Rice Burroughs,1912–1965,5.7,650
tt0043831,0,mysteriousisland,1951,,,English Language,United States of America,"Science Fiction, Adventure, Black-and-white",Jules Verne,1874,5.9,246
tt0043895,0,thepaintedhills,1951,,68.0,English Language,United States of America,"Adventure, Children's/Family, Animal Picture, Action/Adventure, Western, Drama, Family Film, Family-Oriented Adventure",Eric Knight,1940,4.2,1271
tt0043924,0,aplaceinthesun,1951,7000000.0,122.0,English Language,United States of America,"Crime Fiction, Drama, Film adaptation, Romantic drama, Romance Film, Film noir",Theodore Dreiser,1925,7.7,25383
tt0043957,0,theragingtide,1951,,93.0,English Language,United States of America,"Thriller, Crime Fiction, Drama, Black-and-white, Film noir",Ernest K. Gann,1950,6.4,414
tt0043972,0,theriver,1951,1000000.0,99.0,"French Language, Bengali Language, English Language","United States of America, France, India, United Kingdom","Drama, Romance Film, Coming of age, Film adaptation",Rumer Godden,1946,7.4,7011
tt0044079,0,strangersonatrain,1951,1800000.0,101.0,English Language,United States of America,"Thriller, LGBT, Psychological thriller, Black-and-white, Drama, Suspense, Film adaptation, Crime Thriller, Film noir",Patricia Highsmith,1950,7.9,143475
tt0044186,0,vengeancevalley,1951,1800000.0,83.0,English Language,United States of America,"Action/Adventure, Western",Luke Short,1949,5.9,2556
tt0044207,0,whenworldscollide,1951,1600000.0,82.0,English Language,United States of America,"Thriller, Science Fiction, Adventure, Doomsday film, Action/Adventure, Fantasy, Disaster",Edwin BalmerandPhilip Wylie,1932–1933,6.6,9596
tt0044380,0,atsword'spoint,1952,,81.0,English Language,United States of America,"Swashbuckler films, Action, Adventure",Peter B. Kyne,1913,6.1,832
tt0044475,0,captainpirate,1952,,85.0,English Language,United States of America,"Action/Adventure, Swashbuckler films, Action, Drama, Adventure",Rafael Sabatini,1922,6.1,375
tt0044486,0,carrie,1952,1800000.0,118.0,English Language,United States of America,"Romantic drama, Romance Film, Drama",Theodore Dreiser,1900,7.3,2786
tt0044696,0,heidi,1952,,97.0,German Language,,"Family Film, Drama",Johanna Spyri,1880,6.8,457
tt0044760,0,ivanhoe,1952,,106.0,English Language,United States of America,"Swashbuckler films, Adventure, Action/Adventure, Period piece, Drama, Film adaptation, Romantic drama, Romance Film, Action",Sir Walter Scott,1820,6.7,10482
tt0044861,0,lydiabailey,1952,1750000.0,89.0,English Language,United States of America,"Historical Epic, Drama, Adventure, Epic",Kenneth Roberts,1947,6.3,233
tt0045030,0,thepickwickpapers,1952,,109.0,English Language,United Kingdom,Comedy,Charles Dickens,1836–1837,6.9,651
tt0045053,0,theprisonerofzenda,1952,5628000.0,96.0,English Language,United States of America,"Drama, Adventure",Anthony Hope,1894,6.9,4075
tt0045056,0,thecard,1952,,91.0,English Language,United Kingdom,"Drama, Comedy, Film adaptation",Arnold Bennett,1911,7.0,1949
tt0045220,0,tarzan'ssavagefury,1952,,81.0,English Language,United States of America,"Jungle Film, Adventure",Edgar Rice Burroughs,1912–1965,5.7,563
tt0045339,0,theworldinhisarms,1952,3000000.0,104.0,English Language,United States of America,"Action/Adventure, Romance Film, Action, Adventure",Rex Beach,1946,6.8,2393
tt0045494,0,allthebrotherswerevaliant,1953,4710000.0,101.0,English Language,United States of America,"Romance Film, Drama, Adventure",Ben Ames Williams,1919,6.2,1152
tt0045555,0,thebigheat,1953,1250000.0,90.0,English Language,United States of America,"Crime Fiction, Black-and-white, Drama, Suspense, Film noir",William P. McGivern,1952,7.9,30247
tt0045659,0,thecruelsea,1953,,121.0,English Language,United Kingdom,"Drama, War film",Nicholas Monsarrat,1951,7.4,5565
tt0045699,0,donovan'sbrain,1953,,84.0,English Language,"United States of America, United Kingdom","Science Fiction, Horror, Psychological thriller, Black-and-white, Drama, Film adaptation",Curt Siodmak,1942,5.9,1753
tt0045793,0,fromheretoeternity,1953,30500000.0,118.0,English Language,United States of America,"War film, Epic, Drama, Film adaptation, Romantic drama, Romance Film",James Jones,1951,7.6,51817
tt0045810,0,gentlemenpreferblondes,1953,5100000.0,91.0,"French Language, English Language",United States of America,"Musical, Drama, Romance Film, Comedy",Anita Loos,1925,7.1,44151
tt0045819,0,thegirlsofpleasureisland,1953,,95.0,English Language,United States of America,"Romantic comedy, Romantic drama, Romance Film, Drama, Comedy", William Maier,1949,5.7,172
tt0045846,0,gunfury,1953,,82.0,English Language,United States of America,"Action/Adventure, Western", Kathleen B. George and Robert A. Granger,1952,6.0,1847
tt0045919,0,islandinthesky,1953,2750000.0,109.0,English Language,United States of America,"Disaster, Action/Adventure, Action, Drama, Adventure",Ernest K. Gann,1944,6.8,3881
tt0045966,0,knightsoftheroundtable,1953,4400000.0,116.0,English Language,"United States of America, United Kingdom","Adventure, Costume drama, Costume Adventure, Epic, Action/Adventure, Drama, Film adaptation, Action", SirThomas Malory,1485,6.2,4152
tt0046002,0,alionisinthestreets,1953,,88.0,English Language,United States of America,"Satire, Drama, Political drama",Adria Locke Langley,1945,6.1,1047
tt0046164,0,parineeta,1953,,155.0,Hindi Language,India,"World cinema, Musical, Drama, Romantic drama, Romance Film, Bollywood",Sharat Chandra Chattopadhyay,1914,7.3,178
tt0046183,0,peterpan,1953,87404651.0,77.0,"English Language, American Sign Language",United States of America,"Adventure, Animation, Musical, Drama, Fantasy, Family Film",J. M. Barrie,1911,7.3,156415
tt0046238,0,returntoparadise,1953,1800000.0,100.0,English Language,United States of America,Drama,James A. Michener,1951,6.0,856
tt0046247,0,therobe,1953,36000000.0,134.0,English Language,United States of America,"Christian film, Sword and Sandal, Costume drama, Roadshow theatrical release, Epic, Period piece, Drama",Lloyd C. Douglas,1942,6.7,11976
tt0046286,0,seadevils,1953,,91.0,English Language,"United States of America, United Kingdom","Action, Drama, Adventure",Victor Hugo,1866,5.6,816
tt0046387,0,theswordandtherose,1953,1000000.0,92.0,English Language,United States of America,"Swashbuckler films, Adventure, Costume drama, Historical fiction, Drama, History, Family Film",Charles Major,1898,6.3,1039
tt0046404,0,tarzanandtheshe-devil,1953,,75.0,English Language,United States of America,"Jungle Film, Adventure",Edgar Rice Burroughs,1912–1965,5.3,633
tt0046414,0,beatthedevil,1953,,93.0,"Italian Language, English Language","United States of America, Italy, United Kingdom","Parody, Thriller, Drama, Comedy, Crime Fiction, Black comedy",Claud Cockburn[N 7],1951,6.4,10649
tt0046457,0,treasureofthegoldencondor,1953,1200000.0,93.0,English Language,United States of America,"Action, Adventure",Edison Marshall,1941,6.1,561
tt0046472,0,twiceuponatime,1953,,75.0,English Language,United Kingdom,Comedy,Erich Kästner,1949,6.7,70
tt0046534,0,thewaroftheworlds,1953,2000000.0,85.0,English Language,United States of America,"Alien invasion, Thriller, Science Fiction, Doomsday film",H. G. Wells,1898,7.0,39410
tt0046672,0,"20,000leaguesunderthesea",1954,11267000.0,122.0,English Language,United States of America,"Science Fiction, Adventure, Action/Adventure, Fantasy, Drama, Family Film, Action, Steampunk",Jules Verne,1870,7.2,38099
tt0046683,0,theadventuresofhajjibaba,1954,2019100.0,94.0,English Language,United States of America,"Adventure, Action/Adventure, Drama, Film adaptation, Romance Film, Action",James Justinian Morier,1824,5.9,676
tt0046794,0,lebléenherbe,1954,,106.0,French Language,France,Drama,Colette,1923,6.6,252
tt0046816,0,thecainemutiny,1954,8700000.0,123.0,English Language,United States of America,"Courtroom Drama, Drama, War film",Herman Wouk,1952,7.7,30799
tt0046906,0,destry,1954,1500000.0,95.0,English Language,United States of America,"Action/Adventure, Western",Max Brand,1930,6.6,1680
tt0046921,0,doctorinthehouse,1954,,92.0,English Language,United Kingdom,"Parody, Drama, Comedy, Film adaptation",Richard Gordon,1952,6.6,1662
tt0046928,0,downthreedarkstreets,1954,,85.0,English Language,United States of America,"Thriller, Crime Fiction, Detective fiction, Detective, Mystery, Crime Thriller, Film noir",Gordon Gordon and Mildred Gordon[N 17],1953,6.7,1588
tt0046949,0,theegyptian,1954,4250000.0,139.0,English Language,United States of America,"Period piece, Historical fiction, Drama",Mika Waltari,1945,6.5,4592
tt0046951,0,elephantwalk,1954,3000000.0,103.0,English Language,United States of America,"Adventure, Marriage Drama, Drama, Film adaptation, Romantic drama, Romance Film, Action",Digby George Gerahty(as Robert Standish),1948,6.3,2789
tt0046963,0,executivesuite,1954,2750000.0,104.0,English Language,United States of America,"Drama, Film adaptation",Cameron Hawley,1952,7.4,4717
tt0047066,0,theheartofthematter,1953,,105.0,English Language,United Kingdom,Drama,Graham Greene,1948,6.6,558
tt0047086,0,thehighandthemighty,1954,8500000.0,148.0,English Language,United States of America,"Adventure, Action/Adventure, Drama, Disaster, Action, Airplanes and airports",Ernest K. Gann,1953,6.6,6747
tt0047101,0,humandesire,1954,,90.0,English Language,United States of America,"Thriller, Crime Fiction, Black-and-white, Drama, Suspense, Film noir",Émile Zola,1890,7.1,6591
tt0047189,0,longjohnsilver,1954,,,English Language,Australia,"Swashbuckler films, Adventure, World cinema, Costume Adventure, Action/Adventure, Drama, Film adaptation, Family Film, Action, Family-Oriented Adventure",Robert Louis Stevenson,1883,5.7,893
tt0047203,0,magnificentobsession,1954,5000000.0,108.0,"German Language, English Language",United States of America,"Romantic drama, Romance Film, Drama",Lloyd C. Douglas,1929,7.0,7855
tt0047406,0,returntotreasureisland,1954,,75.0,,United States of America,"Family Film, Adventure",Robert Louis Stevenson,1883,4.4,250
tt0047424,0,roguecop,1954,,92.0,English Language,United States of America,"Thriller, Crime Fiction, Black-and-white, Mystery, Drama, Film noir",William P. McGivern,1954,6.6,1042
tt0047580,0,threecoinsinthefountain,1954,,102.0,"Italian Language, English Language",United States of America,"Romance Film, Drama",John Hermes Secondari,1952,6.2,3850
tt0047860,0,battlecry,1955,8000000.0,149.0,"Japanese Language, English Language, Navajo Language",United States of America,"War film, Drama, Film adaptation, Romantic drama, Romance Film, Action",Leon Uris,1953,6.4,2696
tt0047885,0,blackboardjungle,1955,5250000.0,101.0,English Language,United States of America,"Drama, Coming of age, Teen",Evan Hunter,1954,7.4,10036
tt0047985,0,thedesperatehours,1955,2500000.0,112.0,English Language,United States of America,"Thriller, Drama, Suspense, Film noir",Joseph Hayes,1954,7.5,11172
tt0047990,0,devdas,1955,,159.0,Hindi Language,India,"World cinema, Musical, Drama, Romantic drama, Romance Film, Bollywood",Sarat Chandra Chattopadhyay,1917,7.7,2052
tt0048001,0,doctoratsea,1955,,93.0,English Language,United Kingdom,"Drama, Comedy, Film adaptation",Richard Gordon,1952,5.8,1123
tt0048028,0,eastofeden,1955,5000000.0,115.0,English Language,United States of America,"Family Drama, Drama, Film adaptation",John Steinbeck,1952,7.8,49564
tt0048034,0,theendoftheaffair,1955,,105.0,English Language,United Kingdom,"Romantic drama, Romance Film, Drama, Black-and-white, Film adaptation",Graham Greene,1951,6.6,1502
tt0048111,0,gentlemenmarrybrunettes,1955,1500000.0,97.0,English Language,United States of America,"Musical, Musical comedy, Drama, Comedy, Film adaptation",Anita Loos,1927,5.1,693
tt0048112,0,geordie,1955,,93.0,English Language,United Kingdom,"Sports, Romantic drama, Romance Film, Drama, Comedy",David Walker,1950,6.8,944
tt0048183,0,"howtobevery,verypopular",1955,3700000.0,89.0,English Language,United States of America,Comedy, Edward Hope,1933,5.2,276
tt0048424,0,thenightofthehunter,1955,,93.0,English Language,United States of America,"Thriller, Crime Fiction, Psychological thriller, Black-and-white, Mystery, Drama, Suspense, Crime Thriller, Film noir",Davis Grubb,1953,8.0,100643
tt0048458,0,ourgirlfriday,1953,,88.0,English Language,United Kingdom,Comedy,Ernest K. Gann,1951,5.4,346
tt0048574,0,sabaruparey,1955,,,Bengali Language,India,"Mystery, Romance Film, Drama",A. J. Cronin,1953,7.7,115
tt0048640,0,soldieroffortune,1955,2750000.0,96.0,English Language,United States of America,"Action/Adventure, Action, Drama, Adventure",Ernest K. Gann,1953,6.2,1770
tt0048652,0,thespoilers,1955,1400000.0,84.0,English Language,United States of America,"Western, Action",Rex Beach,1906,6.0,538
tt0048662,0,stormoverthenile,1955,,109.0,English Language,United Kingdom,"Adventure, War film",A. E. W. Mason,1902,6.2,659
tt0048699,0,tarzan'shiddenjungle,1955,,73.0,English Language,United States of America,"Jungle Film, Adventure, Black-and-white",Edgar Rice Burroughs,1912–1965,5.4,630
tt0048728,0,tocatchathief,1955,4500000.0,106.0,"French Language, English Language",United States of America,"Thriller, Crime Fiction, Mystery, Suspense, Crime Thriller, Romance Film",David F. Dodge,1952,7.4,81776
tt0048750,0,thetroublewithharry,1955,,100.0,English Language,United States of America,"Thriller, Mystery, Comedy, Suspense, Black comedy",Jack Trevor Story,1950,7.0,42080
tt0048918,0,1984,1956,,90.0,English Language,United Kingdom,"Science Fiction, Dystopia",George Orwell,1949,6.9,4321
tt0048922,0,abdullathegreat,1955,,103.0,English Language,"United Kingdom, Egypt","Romantic drama, Drama", Ismet Regeila,1952,4.3,24
tt0048924,0,accusedofmurder,1956,,73.0,English Language,United States of America,"Thriller, Crime Fiction, Detective fiction, Detective, Mystery, Crime Thriller, Film noir",W. R. Burnett,1953,5.6,423
tt0048971,0,awayallboats,1956,3500000.0,114.0,English Language,United States of America,"War film, Drama, Combat Films", Kenneth M. Dodson,1953,6.2,1700
tt0048977,0,thebadseed,1956,4100000.0,129.0,English Language,United States of America,"Thriller, Mystery, Horror, Drama",William March,1954,7.4,16318
tt0049007,0,bhowanijunction,1956,4875000.0,110.0,English Language,"United States of America, United Kingdom","Romance Film, Drama, Adventure",John Masters,1954,6.4,2128
tt0049019,0,yieldtothenight,1956,,99.0,English Language,United Kingdom,"Crime Fiction, Drama, Black-and-white, Crime Drama",Joan Henry,1954,7.1,1585
tt0049036,0,theburninghills,1956,1500000.0,94.0,English Language,United States of America,Western,Louis L'Amour,1956,5.8,926
tt0049233,0,friendlypersuasion,1956,,137.0,English Language,United States of America,"Christian film, Costume drama, Epic, Drama, War film, Family Film",Jessamyn West,1945,7.3,7949
tt0049259,0,gervaise,1956,,117.0,French Language,France,"World cinema, Black-and-white, Period piece, Marriage Drama, Drama, Addiction Drama, Film adaptation, Romantic drama, Romance Film",Émile Zola,1877,7.4,1693
tt0049261,0,giant,1956,35000000.0,201.0,"English Language, Spanish Language",United States of America,"Action/Adventure, Western, Drama, Epic",Edna Ferber,1952,7.6,43021
tt0049280,0,thegreatman,1956,,98.0,English Language,United States of America,"Drama, Black-and-white",Al Morgan,1955,6.9,510
tt0049291,0,thehardertheyfall,1956,1350000.0,109.0,English Language,United States of America,"Thriller, Crime Fiction, Film à clef, Crime Drama, Black-and-white, Sports, Drama, Film noir",Budd Schulberg,1946,7.5,9456
tt0049366,0,invasionofthebodysnatchers,1956,3000000.0,80.0,English Language,United States of America,"Thriller, Alien invasion, Science Fiction, Horror, Doomsday film, Cold War, Black-and-white",Jack Finney,1955,7.7,56392
tt0049406,0,thekilling,1956,,83.0,English Language,United States of America,"Crime Fiction, Heist, Black-and-white, Thriller, Suspense, Drama, Film noir",Lionel White,1955,7.9,100156
tt0049408,0,thekingandi,1956,8500000.0,133.0,"English Language, Thai Language",United States of America,"Costume drama, Period piece, Musical, Drama, Family Film, Romance Film",Margaret Landon,1944,7.4,28317
tt0049432,0,thelasthunt,1956,3360000.0,108.0,English Language,United States of America,Western,Milton Lott,1954,6.8,1881
tt0049474,0,themaninthegrayflannelsuit,1956,4350000.0,153.0,English Language,United States of America,Drama,Sloan Wilson,1955,7.1,4202
tt0049513,0,mobydick,1956,5200000.0,116.0,English Language,United States of America,"Drama, Adventure",Herman Melville,1851,7.3,22610
tt0049553,0,nightmare,1956,,89.0,English Language,United States of America,Film noir,Cornell Woolrich[N 22],1942,6.4,1121
tt0049672,0,therevoltofmamiestover,1956,2000000.0,93.0,English Language,United States of America,"Romantic drama, Romance Film, Drama",William Bradford Huie,1951,6.4,1071
tt0049730,0,thesearchers,1956,9800000.0,119.0,"Spanish Language, English Language, Navajo Language",United States of America,"Action/Adventure, Revisionist Western, Western, Epic Western, Drama",Alan Le May,1954,7.8,98240
tt0049871,0,atownlikealice,1956,,107.0,,United Kingdom,"Romantic drama, Romance Film, Film adaptation, Drama, War film",Nevil Shute,1950,7.2,1973
tt0050166,0,bandofangels,1957,2500000.0,125.0,English Language,United States of America,"Melodrama, Adventure, Costume drama, Period piece, Drama, Film adaptation, Romance Film",Robert Penn Warren,1955,6.5,2677
tt0050208,0,boyonadolphin,1957,3300000.0,111.0,English Language,United States of America,"Romance Film, Drama, Adventure",David Divine,1955,6.2,1973
tt0050212,0,thebridgeontheriverkwai,1957,33300000.0,155.0,"Japanese Language, English Language, Thai Language","United States of America, United Kingdom","Ensemble Film, Drama, Adventure, War film",Pierre Boulle,1952,8.1,237248
tt0050214,0,brothersinlaw,1957,,94.0,English Language,United Kingdom,"Comedy film, Comedy",Henry Cecil,1955,6.4,478
tt0050280,0,thecurseoffrankenstein,1957,,90.0,English Language,United Kingdom,"B-movie, Gothic Film, Creature Film, Monster, Horror, Costume Horror",Mary Shelley,1818,7.0,13133
tt0050323,0,doctoratlarge,1957,,98.0,English Language,United Kingdom,"Romantic comedy, Workplace Comedy, Drama, Comedy, Film adaptation, Romance Film",Richard Gordon,1952,6.0,913
tt0050356,0,theenemybelow,1957,,97.0,English Language,United States of America,"Combat Films, Action, Drama, War film",D. A. Rayner,1956,7.4,12542
tt0050379,0,afarewelltoarms,1957,25000000.0,152.0,English Language,United States of America,"Romance Film, War film, Drama, Film adaptation",Ernest Hemingway,1929,5.8,2970
tt0050422,0,thefuzzypinknightgown,1957,,87.0,English Language,United States of America,"Romance Film, Drama, Comedy, Black-and-white, Film adaptation", Sylvia Tate,1956,5.7,736
tt0050539,0,theincredibleshrinkingman,1957,1430000.0,78.0,English Language,"United States of America, United Kingdom","Science Fiction, Horror",Richard Matheson,1956,7.6,20584
tt0050567,0,johnnytremain,1957,,80.0,English Language,United States of America,"Adventure, Historical fiction, Drama, War film, Family Film, Historical Epic",Esther Forbes,1944,6.4,1986
tt0050709,0,lesmisérables,1958,,102.0,,"France, German Democratic Republic",Drama,Victor Hugo,1862,7.4,1834
tt0050771,0,nodownpayment,1957,1200000.0,105.0,English Language,United States of America,Drama, John McPartland,1957,7.1,1245
tt0050798,0,oldyeller,1957,,83.0,English Language,United States of America,"Drama, Family Film, Animal Picture, Coming of age, Children's/Family",Fred Gipson,1956,7.2,15555
tt0050839,0,peytonplace,1957,25600000.0,129.0,English Language,United States of America,"Ensemble Film, Coming of age, Film adaptation, Drama, Romantic drama, Romance Film, Teen",Grace Metalious,1956,7.2,6782
tt0050894,0,therevengeoffrankenstein,1958,,89.0,English Language,United Kingdom,"B-movie, Gothic Film, Creature Film, Monster, Horror, Costume Horror",Mary Shelley,1818,6.7,6378
tt0050933,0,sayonara,1957,22000115.0,147.0,"Japanese Language, English Language",United States of America,"Romantic drama, Romance Film, Drama, War film",James A. Michener,1954,7.0,7964
tt0050954,0,theseventhsin,1957,,94.0,English Language,United States of America,Drama,W. Somerset Maugham,1925,6.3,394
tt0051028,0,thesunalsorises,1957,3815000.0,130.0,English Language,United States of America,"Romantic drama, Romance Film, Drama, Film adaptation",Ernest Hemingway,1926,6.2,2698
tt0051057,0,tarzanandthelostsafari,1957,,80.0,English Language,United Kingdom,"Jungle Film, Action, Adventure",Edgar Rice Burroughs,1912–1965,5.7,672
tt0051141,0,untiltheysail,1957,1300000.0,94.0,English Language,United States of America,"Crime Fiction, Romantic drama, Romance Film, Drama",James A. Michener,1951,6.5,1663
